age,education,work_experience,major,industry,prior_startup_involvement,entrepreneurship_education,employment_title,location,risk_tolerance,income,credit_score,family_background,network_size,savings,self_efficacy,openness,started_business
34,1,6,Science,Education,0,1,Engineer,Seattle,0.4981129904746832,20399.50679193975,648.3396868628453,1,69.06884852505931,13440.016452586862,0.42176305663572944,0.5983048652906104,0
55,2,27,Science,Healthcare,0,0,Other,Remote,0.28822224375170824,85923.02763803715,690.2889542767582,1,72.6118279532806,14697.436562676274,0.512785595310014,0.382658697375468,0
41,3,4,Computer Science,Education,0,2,Technician,Chicago,0.4641855920167628,40127.572894354504,650.1571185683656,0,47.88729514605206,5824.151280920375,0.7128603392122176,0.558894565752109,1
22,2,4,Economics,Education,0,0,Engineer,Austin,0.7896666603293807,22297.430710762514,660.0946330814868,0,22.162513029621564,21681.215049855742,0.7360167077793995,0.6061689522816587,1
69,2,29,Arts,Healthcare,0,1,Director,Austin,0.6288465539064962,51472.109034959394,675.0418952057282,0,51.981911503662154,20402.80476667147,0.59302862627222,0.47578513996457383,0
51,1,31,Science,Other,0,2,Manager,Other,0.443153739664026,31601.57259419582,652.7087067962866,0,39.132225158086655,37634.41288578386,0.7538400741223243,0.45028198908218475,1
23,1,7,Other,Manufacturing,0,0,Analyst,Austin,0.21962513584985977,19070.266479258542,661.3787836292262,1,54.20809427942639,20908.52742748636,0.526662884557857,0.3695728258987184,0
39,1,9,Science,Other,0,2,Manager,San Francisco,0.3751263232654053,43937.4876270736,768.1616281847226,0,47.58076215620177,15477.37286724306,0.44907605959363806,0.41319473208987234,0
28,1,37,Science,Finance,0,3,Director,Chicago,0.2890288993948308,43322.218731944915,730.7159170080989,0,74.32715236802173,24726.020888933697,0.6790230275679128,0.45473667153645086,1
65,1,31,Science,Tech,0,2,Clerk,Other,0.2232487990349753,64142.78008261265,738.1971672371002,0,55.49616092927795,30768.32453200458,0.7294704909612194,0.40240888298433414,1
33,1,27,Business,Other,0,2,Technician,San Francisco,0.6178386695247954,37505.83419755598,698.2938621271022,1,39.19616711557009,8344.538771487903,0.7278029191982128,0.42320533388949666,1
50,1,16,Engineering,Tech,0,1,Engineer,New York,0.5093581094570249,38312.44830883699,750.5552606335881,0,22.289355052323057,40301.122229754525,0.5136555393787421,0.5158096916404709,0
26,1,30,Computer Science,Tech,0,0,Clerk,Austin,0.7692662672515911,39342.731326616056,742.3899158986392,0,49.039716722032196,48232.178066112036,0.6199379862819001,0.527778819839271,1
23,2,7,Other,Finance,0,0,Director,Chicago,0.35035371518035563,80631.24409618562,729.926895722018,0,49.111252921075604,30591.36579577097,0.6839818046960043,0.6090845020531771,1
33,1,39,Business,Manufacturing,0,2,Technician,Austin,0.4996578597861305,31100.004360084688,667.2917972428945,0,44.75078502592669,12572.497432503756,0.6300977713231695,0.42382266461215484,0
46,2,24,Computer Science,Education,0,2,Consultant,San Francisco,0.29087384723796283,45923.281257787596,677.8981425805063,1,65.50647502807132,18112.979811586407,0.7446356709146144,0.5023185211134517,1
20,2,8,Science,Healthcare,0,4,Other,San Francisco,0.41076899582506365,49432.961919844936,752.9065049366185,0,22.344430179248445,44789.306576978706,0.5594954142798724,0.45823032274600983,1
37,3,1,Computer Science,Manufacturing,0,0,Engineer,San Francisco,0.46668350571011213,43255.871467302815,674.1633129274522,0,34.74911872920841,12247.382109740878,0.592938418967849,0.45116347503628873,1
53,2,14,Economics,Tech,0,1,Director,Austin,0.4438019048282529,30517.25978019382,635.5737931867773,1,51.058351989722695,32118.460094855578,0.6236190461505497,0.4683860770360344,1
36,2,2,Economics,Retail,1,1,Analyst,Chicago,0.5080310945923252,38572.775305897325,673.1990962618011,0,38.809835620900515,21365.586399485448,0.6832554139236201,0.48038245352535397,1
43,3,35,Engineering,Finance,0,0,Analyst,Chicago,0.645741434487708,34654.09291487232,777.970284110956,0,42.86581523647173,24248.64333141082,0.5805540268798197,0.5250396266296062,1
20,3,3,Engineering,Other,0,3,Technician,New York,0.6299626378181831,96722.87212052953,673.2481667804202,0,48.79497264271653,13340.197355227401,0.6927434143933409,0.46696420334231253,1
36,1,13,Computer Science,Finance,1,0,Technician,Austin,0.38459981238630514,28886.1669506792,716.3827395993346,0,63.71929866827254,26860.13701278124,0.7604624708054947,0.6227330630051768,0
37,1,40,Business,Other,0,1,Analyst,New York,0.49544688172045265,23010.611012073667,669.2156037314276,0,47.98852692900544,25730.837190444778,0.5481928847598329,0.32955996183120984,0
49,1,40,Business,Healthcare,0,0,Other,Remote,0.6191144562439166,36203.06831422739,738.1712777242683,0,10.606310872963675,8905.148268916802,0.5835340620290096,0.6053953625489285,1
24,1,24,Science,Retail,0,2,Consultant,New York,0.6553604761144258,34949.201528269696,726.8399595351511,1,37.94405981964573,21967.814047423202,0.6967759591776154,0.4631496334057962,1
69,2,9,Business,Education,0,2,Manager,New York,0.4008264973018771,40071.54498690122,625.4407629417319,0,59.91568550600159,31835.531706143247,0.7927528374137076,0.48111670833973447,1
58,2,20,Engineering,Manufacturing,0,1,Analyst,New York,0.606224668220036,28890.74841782823,713.401599354299,1,65.25347277533109,17480.30416535522,0.663595928538112,0.4990384521636357,1
50,2,35,Business,Retail,0,0,Other,San Francisco,0.5496719763781551,38375.96917581586,615.8706556350717,0,66.3571575635221,5071.346632659822,0.5213763729965786,0.5705642043255971,0
57,1,11,Science,Manufacturing,0,1,Other,Remote,0.3401016329691606,38746.802664200746,672.2966101285546,0,72.02355339924125,20560.148967857986,0.6198172269723117,0.41197084410307233,0
56,2,26,Economics,Manufacturing,0,1,Technician,Other,0.6200236943878602,57124.8695542687,699.4283041683811,1,52.368745541799775,53097.26821636737,0.6960193351765491,0.43431407727805016,1
35,2,39,Business,Education,0,2,Technician,New York,0.5227314812648703,38044.17227322055,792.3432957731249,0,55.26329961739294,17913.650631830194,0.5187431432627126,0.5500559671897648,1
57,2,1,Business,Education,0,0,Consultant,Chicago,0.2387914090510211,38224.712721800366,715.8956232549589,0,29.72182907480836,51906.05088378282,0.49216197966606917,0.33018211706247425,0
18,3,12,Engineering,Other,0,3,Analyst,New York,0.4559219658932946,47012.70624784716,661.6456956368479,0,6.5084937443091135,13528.927722999006,0.5655016983443711,0.4965833369109748,0
28,2,31,Computer Science,Education,0,3,Consultant,San Francisco,0.5059786312377459,56040.36600627044,684.1394948741699,0,21.648348328442033,10975.465071312856,0.6659633548438592,0.42022703295100106,1
45,1,30,Economics,Healthcare,0,2,Other,Seattle,0.40912632817736094,22206.98384913125,746.2098387221251,0,35.96324896619123,21959.133073270725,0.4630785754157948,0.3991770825545122,0
42,2,15,Computer Science,Finance,1,2,Analyst,Other,0.6842342638247787,19415.74706281707,662.3241579130016,0,22.805908973383787,13446.215626219102,0.5306921212328427,0.336153615173517,0
67,1,31,Science,Tech,0,0,Manager,Remote,0.6896702736017158,84773.63069966229,754.8489249000745,0,44.141461198797145,26847.141775766842,0.6273659885147339,0.5772302055069036,1
40,1,31,Science,Education,0,1,Director,Seattle,0.44262647616307327,51639.27053869293,673.8474360976302,0,40.75823478717488,17614.14387306721,0.7090518753648816,0.515882589920965,0
48,2,33,Computer Science,Finance,1,1,Analyst,Seattle,0.42616617179693866,32542.645644111628,654.2340422243941,1,68.75654027804114,53335.11584875406,0.6290210743095436,0.4327718797251704,0
47,1,10,Engineering,Other,0,2,Director,Remote,0.48031479899460183,36675.01339757734,675.4498519548615,1,30.61727024424264,16898.827457136056,0.637468478393269,0.4835442090329431,0
59,2,9,Arts,Education,0,6,Analyst,Austin,0.4699879151289979,29843.40490892357,619.1857797955965,0,52.81163834367908,23244.92659162643,0.700492171904976,0.3907117685745721,1
52,1,14,Engineering,Tech,0,3,Manager,Other,0.41112471592971156,40361.852072213755,591.3711509424519,1,41.60464613166319,31501.846340061595,0.7597257810476311,0.4463814156559501,1
24,2,16,Arts,Retail,1,1,Other,Other,0.0,22338.823442930858,695.8732305339571,0,29.86842867346263,39096.55456993547,0.7485511886865472,0.4801653664081942,1
33,1,39,Arts,Education,0,2,Clerk,Chicago,0.7632217813399421,55275.41383548684,696.6351060828221,0,35.44577092063808,53518.657883113876,0.3958638403932022,0.5063950475085811,0
43,3,17,Engineering,Finance,0,1,Technician,San Francisco,0.5000626945667214,39645.2610079885,712.8230892268333,0,8.974805898395104,19131.319575158133,0.6098057912467877,0.5392063611974943,1
65,2,8,Arts,Other,0,3,Director,Remote,0.47325348321063854,40368.842777016784,695.6262907637214,0,64.96693653787267,17333.826155115214,0.6912515864418087,0.319414758600114,0
69,1,24,Arts,Other,0,0,Other,Seattle,0.5487753695077926,23226.02761236349,816.4626562052911,0,78.04522507496048,6985.906074667755,0.769978673102124,0.5395175959224812,0
66,1,39,Arts,Healthcare,0,3,Consultant,San Francisco,0.4879913377198865,47199.26259131844,708.4204671636348,0,44.65067765917765,74983.76443232773,0.6640986611185233,0.32745037788066206,1
19,3,13,Economics,Other,0,2,Analyst,San Francisco,0.4354526233031826,23494.324925280573,631.1768571941698,0,50.581241747886224,27352.917046447248,0.5140813702139548,0.5431533478591583,0
18,1,24,Science,Retail,0,1,Technician,Austin,0.34915310204120764,25691.733618193273,644.0042572148708,0,44.082843191882816,34581.87014478507,0.5272987131563087,0.47866890455515443,0
65,1,21,Arts,Other,0,1,Analyst,Seattle,0.22420808352564564,37941.886356609946,700.0152334674364,1,33.59817436939872,30743.606254979153,0.5300968239070584,0.6091459846412652,0
29,1,29,Science,Other,0,1,Consultant,New York,0.296843160506841,127219.08396523322,678.2286691220764,0,64.09805720421753,22690.93829518437,0.6307518881250609,0.43255269106290917,1
22,1,19,Other,Retail,0,0,Other,San Francisco,0.33249888999347793,39566.30165586982,638.5760051418267,0,56.3813665030323,27179.31671961191,0.5520177948375545,0.5780840010473713,1
54,2,20,Science,Retail,0,0,Manager,Seattle,0.5976383237061453,10052.730419961847,697.0575958683569,0,0.0,15743.809675042497,0.295533783492688,0.38326067750411763,0
49,2,31,Other,Tech,0,6,Engineer,Other,0.6086934720146592,26337.506589832414,697.7887885308829,0,29.307785051817685,18374.898670887425,0.4821710986071562,0.5105887867593072,1
26,1,20,Economics,Finance,0,2,Analyst,San Francisco,0.36773013432998436,51116.59894919171,779.7846866748357,0,8.938775008719482,12454.988691936138,0.5555750878480871,0.2961999030447612,1
58,1,34,Science,Manufacturing,0,1,Clerk,Austin,0.10045187893439078,20656.173809022053,654.1955146438952,0,81.10828690777166,56069.44990645596,0.4637517510078456,0.5883062961203781,0
52,2,31,Computer Science,Other,0,0,Consultant,Austin,0.5013681079252814,55025.45748955549,679.1136097045913,0,46.56342455108521,30849.894388422756,0.47864705519091977,0.6726873403339546,1
36,1,29,Business,Manufacturing,0,0,Engineer,New York,0.4367686676511022,39316.921880423695,779.6308194547815,1,54.81403123392559,72092.3740171424,0.8050970630490695,0.43017777775262483,1
65,1,38,Economics,Manufacturing,0,3,Analyst,Austin,0.4330606269949803,59615.065400979016,716.4293103965305,0,42.93409729839553,87363.24605987895,0.5991378105835603,0.5122630566981315,1
33,3,11,Business,Healthcare,0,0,Director,Seattle,0.6433906213646547,27462.39643036471,653.9022636240309,1,72.05393452580174,9485.373468419582,0.5613885290621508,0.5443837924795201,1
20,2,40,Computer Science,Education,0,2,Other,Remote,0.5207978938209279,26412.906243468035,664.2633907744546,1,67.21410345188868,39780.69501501629,0.6667343427725371,0.34497450028473897,1
37,2,17,Engineering,Other,0,1,Technician,Austin,0.3535430527219881,48170.04236640016,639.2920622482669,0,45.69041633958969,9751.942683964837,0.7146069422650385,0.42508933032097557,1
41,2,20,Engineering,Education,0,3,Technician,Remote,0.31903804490614257,36179.06127014684,703.863631383683,0,84.35986111350451,24500.541371354564,0.8240615664455087,0.41889901813625136,1
50,1,12,Arts,Education,0,2,Consultant,New York,0.46060829645225654,35101.12969949638,751.5579992417836,0,53.70636284465748,26604.553967860935,0.7705373018030108,0.7407063650435297,1
41,2,20,Engineering,Healthcare,0,0,Director,Other,0.3640380856715537,79577.3620060059,781.5450637816162,0,20.797498497223565,10175.114980435674,0.6434808829625004,0.6045802364360361,1
69,1,7,Economics,Manufacturing,0,1,Manager,Chicago,0.4891403563958574,49122.40206159951,625.6859134532612,0,52.0003747502712,14150.270205375728,0.4467192099656794,0.47829171350838984,0
28,1,39,Engineering,Retail,0,3,Engineer,San Francisco,0.6539213066602949,13427.209900284628,743.4558618491665,0,60.348813154525715,27342.86470370855,0.49975176185930104,0.5779040744034007,1
66,1,6,Economics,Education,0,3,Consultant,San Francisco,0.2930326382600825,54151.126809817215,708.2156398900274,0,47.335504949034515,24484.129703193004,0.5598141553325187,0.5211249517708719,0
25,1,22,Economics,Retail,0,2,Clerk,Seattle,0.5131669152213453,51507.5872069558,686.9034817581626,1,41.770339095140756,11955.862969667329,0.6506563205069399,0.5593037273929748,0
53,2,31,Business,Retail,0,1,Analyst,New York,0.6372574974004085,65673.81976898751,679.1330980060342,0,85.28722632459937,14489.526287933359,0.6094316521278431,0.3946485838752675,1
55,1,10,Engineering,Healthcare,0,1,Technician,New York,0.48707189962728364,22700.694329701735,603.9534082052643,1,26.282750825693434,9001.403844798086,0.4526973261421551,0.6373376391879333,0
57,1,21,Science,Healthcare,0,1,Analyst,New York,0.608237134267648,42719.16436101351,731.8999314534123,0,0.0,10702.641643034593,0.4348248972329482,0.4232259608729659,0
37,1,21,Other,Finance,0,4,Engineer,San Francisco,0.45690912618268065,38400.08724665681,634.0571612078326,1,82.3810806185969,17626.306508798887,0.6259008053583739,0.42840279745815674,1
52,1,24,Engineering,Other,0,0,Director,Austin,0.5256242119135456,22498.05356571738,662.5902092471146,0,25.479052078207047,39833.831489446784,0.612004055034942,0.559022718177745,0
65,2,21,Engineering,Education,0,0,Director,San Francisco,0.5661177398513264,58301.51066670916,720.8992317276649,0,44.267639230035726,42982.1350637641,0.5790123132388489,0.5345760751743466,0
42,1,27,Engineering,Manufacturing,0,2,Consultant,San Francisco,0.4141996342605298,32184.073595741716,609.1682214775446,0,42.45135689875501,66175.26404756053,0.6482926054040092,0.5023156736070609,1
52,2,28,Arts,Tech,0,1,Consultant,San Francisco,0.7986014025784999,64625.61935704055,633.960302859265,0,74.6349698139704,28411.762504400645,0.7246812460894594,0.5839600083540041,1
42,1,12,Science,Healthcare,0,2,Director,Other,0.5866370270497883,25048.53464174039,760.933132957177,0,78.69712759253736,24660.79070873856,0.6310068936665824,0.3838944761246412,0
46,1,17,Science,Retail,1,2,Consultant,Other,0.6954478248075382,17495.6448740599,706.1029439786365,0,24.15249091789615,29646.15761409474,0.5058349645202403,0.6844353546675371,0
35,2,1,Economics,Finance,0,1,Director,Austin,0.6606535919541152,32167.66096416926,666.8899316437813,0,77.138192563708,29476.057727359945,0.7915219635669948,0.4499344781954241,1
63,1,28,Science,Tech,0,4,Engineer,Chicago,0.5490933903925117,40780.38933474878,706.2998077151755,0,76.76820632432363,8350.626455844935,0.5823691517376661,0.49115888628471405,1
35,2,20,Economics,Healthcare,0,6,Consultant,Seattle,0.7078684133539711,27803.0786510452,733.4738168754868,0,50.3870988184994,68413.40285121284,0.6049997632927526,0.6859826761792609,1
19,1,14,Other,Finance,0,4,Director,Chicago,0.5281872066787876,7846.097595834981,756.2383945618839,0,68.65085110639717,6914.919556364239,0.5346341961673703,0.42905599598432004,0
52,1,26,Business,Retail,0,1,Consultant,Chicago,0.3905337075238456,43994.70533918273,644.3782412320105,0,70.65659907889511,43881.9098500191,0.4925586451336717,0.6023042502522681,0
33,3,30,Economics,Education,1,2,Analyst,San Francisco,0.5022228847344444,43892.131463334896,648.7580918543911,1,44.95144297548201,22784.41860943177,0.500700564642827,0.4785678071802352,1
58,1,14,Engineering,Other,0,2,Other,Chicago,0.34907496313773034,51204.548208037304,730.4171649339363,0,46.84866884899357,11456.375711485547,0.47872057529314416,0.41581654310059346,0
53,1,22,Computer Science,Other,0,0,Technician,San Francisco,0.1847443507835297,30024.04327691765,732.020628425005,0,61.786560941488446,30297.626589294174,0.2990058919776084,0.4616260807634531,0
50,2,23,Computer Science,Finance,0,0,Analyst,San Francisco,0.3721186635411462,29216.068669786386,632.8015509114941,1,17.429500667283776,20519.210770305912,0.5843740274476565,0.5566280196772195,1
21,1,12,Arts,Healthcare,0,0,Manager,Seattle,0.5109322299456313,74619.77909718895,650.6344662255601,0,42.923866669708225,14624.846880202513,0.7102348855495764,0.6014266329757736,1
50,2,21,Engineering,Other,0,1,Director,New York,0.6592887178232122,16519.514484568812,690.3126349569274,0,25.99282507393303,9615.324451231347,0.5015687566573301,0.5225605919917834,0
31,1,36,Economics,Other,0,0,Manager,San Francisco,0.3716721193135468,32094.536853886297,701.1788122215255,0,78.4715640599804,9142.560089846527,0.8559487889452724,0.34020563481148125,1
38,3,32,Engineering,Education,0,4,Director,Other,0.6515243680290732,38993.52645753614,702.5964938652265,0,42.68834750995346,15267.065725699182,0.7386377807280607,0.5635531649661826,1
65,2,2,Arts,Retail,0,2,Other,Chicago,0.3183975521289685,49168.62102707488,632.033809665878,0,55.527474461867044,17462.43234707866,0.5981776165529278,0.4857868165384069,1
37,2,18,Science,Manufacturing,0,1,Technician,Seattle,0.3620716300790825,39532.705324617,702.0913885251744,0,45.631761280549796,10653.827330101132,0.48889181782887164,0.38975172331712105,0
25,3,22,Economics,Other,0,2,Consultant,Remote,0.7173734905094677,22902.553291427907,664.1314652564779,0,44.330318290835336,22540.930943638297,0.4402902118720376,0.5346393620349468,0
24,1,28,Other,Finance,0,0,Director,Remote,0.5071431529943743,65108.277718703685,641.6841186704835,0,54.21932575173242,11604.152402366793,0.5886316324810896,0.6133839518647117,1
20,3,29,Engineering,Tech,0,0,Other,Remote,0.4739567082073035,36350.1535128004,699.4501975794316,0,35.387126703957314,27340.719648237773,0.6068120646848799,0.5006718947997195,1
34,1,38,Science,Retail,0,1,Analyst,Chicago,0.535291998486174,15772.112797911599,694.3503185156159,1,46.03035297064855,46111.95822087519,0.5795612885873558,0.5923332691789261,1
50,1,24,Arts,Education,1,0,Consultant,New York,0.3190395123922931,40319.41224518709,740.0846619127989,0,45.88314005529824,26202.87953740122,0.7069323120292642,0.5462396034440595,1
65,1,36,Science,Retail,0,2,Technician,Austin,0.4503727807139266,46057.15644637095,656.9515816368272,1,41.53569400263417,20820.620096348845,0.749708209624022,0.5475304294826676,1
29,1,7,Economics,Education,1,1,Analyst,New York,0.5003991737189828,96797.06733687391,711.758521848929,1,57.82113815490495,15979.497564532327,0.6472673891553523,0.46945130489473635,1
68,1,15,Arts,Retail,0,2,Consultant,Seattle,0.6847071404269148,44550.36716195031,621.5662405785705,0,41.060081359710374,52452.28463122595,0.6526465973254552,0.5818696538827342,1
39,2,7,Arts,Manufacturing,0,0,Director,New York,0.24943742910478983,17309.092388177156,686.2572161393738,0,82.22229964823914,19611.875791977232,0.5684444737807703,0.5914178845430299,1
39,2,0,Arts,Unemployed,0,1,Unemployed,Remote,0.7644485473063656,17615.762108683575,723.1838917497828,0,62.57928216081055,98138.42549607591,0.5995081924933374,0.5792667840213773,1
63,3,4,Business,Tech,1,0,Analyst,New York,0.48130283925124356,68142.38752325442,727.4010613559566,1,23.01379890517193,10831.117205235327,0.6411633453407349,0.46862132632762504,1
47,1,2,Arts,Other,0,1,Engineer,Seattle,0.3334165626549487,24308.916430580703,727.7416897984322,0,61.01755888077243,26211.260030950296,0.5683261837233868,0.5985079769488608,1
55,2,0,Business,Unemployed,0,2,Unemployed,Seattle,0.30625479257984134,16734.194300804804,740.2187898625166,1,36.21040604984206,51412.37421652018,0.6660847170799449,0.5386314504809512,1
55,1,3,Science,Finance,0,0,Other,Remote,0.540972397550631,59889.43755293529,677.710508307377,0,52.71380350810907,14558.323936154775,0.49438242847622116,0.40276745385729357,0
62,1,39,Other,Tech,0,0,Engineer,Other,0.29791857798972116,28627.758238539263,724.7862719211482,0,35.37609118745302,19116.849348801523,0.5267797714700173,0.4618507715720053,0
68,1,34,Business,Retail,0,3,Consultant,Chicago,0.4159814682360352,58308.722900412344,793.4372381270811,0,6.111922252476454,32070.372399279873,0.4953086903656214,0.4469591025770368,1
25,1,31,Science,Other,0,2,Engineer,San Francisco,0.46251454086833027,22985.991573485422,676.6433675197086,0,49.56533014143212,27798.411224247586,0.5331377886024533,0.30121031204884696,1
44,2,33,Business,Tech,1,2,Analyst,Austin,0.6715513609107239,75879.82872264241,769.0099007949016,0,21.311684823040807,30816.928313154887,0.5712715774709997,0.600341305017834,1
44,1,24,Science,Healthcare,0,3,Manager,Austin,0.652768018889596,56164.03326213378,743.8236477770851,0,58.39430777462649,44185.63807192308,0.7029091136687324,0.8101186717683018,1
51,1,9,Science,Tech,0,1,Manager,Remote,0.40355114148215615,25302.47046279647,686.6838283828577,0,53.49569651613041,17889.111873098405,0.6041432181956992,0.6208347901880935,0
38,1,20,Other,Finance,0,1,Analyst,Other,0.4680975244668617,15832.257735504914,690.8562249411195,0,37.92230912118839,52167.52943673585,0.4715692268214915,0.5162859324619223,0
47,1,38,Arts,Manufacturing,0,2,Clerk,Austin,0.2606922649736382,114987.87067334325,705.920117983361,1,86.51074076047976,7847.819726566556,0.45980395327597734,0.44841812693709254,1
50,1,26,Other,Other,0,3,Other,New York,0.19413567301344198,32692.34229904327,741.00824970158,1,25.214250653912394,42043.60308163017,0.5584002471082407,0.40749162567708674,0
45,3,26,Other,Manufacturing,0,1,Manager,Seattle,0.3156421328611071,24800.874074267856,720.1317315766756,0,37.51324697487668,43840.94217222735,0.6834401029977899,0.5150645378818759,1
64,1,1,Arts,Other,0,1,Analyst,Other,0.6684646041988715,72631.51041571482,676.2501201390909,0,27.58616835232504,13839.993705512894,0.7402976944794639,0.5968306513259969,1
50,1,40,Science,Healthcare,1,2,Director,Seattle,0.617012108333219,58272.17156344457,595.8973499118936,0,90.82632064518441,9224.500253821625,0.4409235003063807,0.432541754779175,0
22,1,12,Arts,Finance,1,1,Engineer,Remote,0.5575154393894921,65604.41481365118,733.608697945941,0,77.04488283292156,19162.28986678841,0.6372352464470059,0.756426017755055,1
65,2,8,Science,Tech,0,1,Manager,Seattle,0.2813563270069135,34570.14963053513,603.3751137478154,0,21.55756271339138,28065.094049375686,0.5598127538524075,0.3616006867284765,0
36,3,35,Arts,Healthcare,1,1,Director,San Francisco,0.3932510633913282,93016.05067637398,631.7010146524952,0,33.48837916692818,18014.649968411628,0.5675779215076483,0.52244982048532,1
21,2,21,Computer Science,Retail,0,0,Manager,Seattle,0.37132684577320674,18857.969896974042,679.876140264916,1,34.16682683089804,29767.286849060823,0.4935758121090473,0.5070294348538897,1
52,2,25,Business,Education,0,0,Consultant,Seattle,0.4751002444069157,27555.990700076236,639.296070016548,1,38.98545964474289,70449.13633303216,0.5779936752547089,0.5006626420411089,1
66,1,11,Other,Retail,0,0,Analyst,Other,0.46564196650518264,44131.953925211805,715.8764213901745,0,29.144386923333705,9712.537312618972,0.4890820540113038,0.4431145097762913,0
34,1,16,Science,Finance,0,0,Analyst,New York,0.3497064714956257,65124.472037860636,685.1905900191368,0,37.884979259774234,6819.469337698384,0.5734149076515647,0.5082466393697149,1
61,3,13,Engineering,Healthcare,0,4,Other,Chicago,0.5523825211847815,50542.98848419709,739.2615490211227,0,70.09744538119996,21129.414649637813,0.7148257842584541,0.45502288582474604,1
45,2,13,Arts,Manufacturing,0,1,Director,Austin,0.5343419570306358,34841.592263061975,619.6141233389664,0,88.93824672157976,14645.653107658578,0.6631237519989367,0.6287889402212542,1
47,2,33,Arts,Healthcare,0,1,Clerk,New York,0.39067653513605805,28636.175248967058,666.9051141906601,0,19.112036422451535,16511.477909964953,0.7913751610688978,0.6620774083408945,1
46,2,19,Economics,Education,0,0,Consultant,New York,0.5456417587448796,65300.52984080912,700.2099688664615,0,29.177857534655743,47105.63395333112,0.6526357229701998,0.4611456750616957,0
63,2,10,Engineering,Finance,0,0,Engineer,New York,0.6686428052495781,53220.450355231194,702.1364065252978,0,54.271188887604666,20488.728919134886,0.6174518069496808,0.3355029323425006,0
70,2,15,Engineering,Healthcare,0,2,Other,Austin,0.7142091165684868,23452.63428129334,734.7018202738361,1,18.393887207678983,21646.57987527647,0.6552895607512385,0.5317647123722884,0
23,3,30,Other,Other,1,0,Consultant,Remote,0.5735993234914789,23106.408931885755,654.2705709803228,0,54.788640427824504,16948.27730049379,0.5224201830584693,0.5281594410013718,0
52,3,5,Computer Science,Retail,0,1,Clerk,New York,0.5691901915114034,27646.541638990537,676.59948574985,1,60.80205574259458,21519.59724725921,0.39139716512392553,0.5105212308884454,0
58,2,18,Business,Tech,0,0,Consultant,Chicago,0.4639791628963533,25929.04549945995,725.3674830440185,1,64.01305100053949,25876.76853692784,0.6796171151464072,0.5532952721017833,1
54,2,36,Computer Science,Retail,0,1,Technician,Remote,0.6544569343302739,60774.18908998848,590.0719630321495,1,60.24289052992472,117096.41327293048,0.42046709152629325,0.6381527811243871,1
41,1,3,Business,Finance,0,1,Engineer,Seattle,0.3394472822990319,45155.44552057855,719.2467625946147,0,39.29502905687197,26050.558595767678,0.7121601055297582,0.5832972180334055,1
46,2,3,Science,Healthcare,0,3,Other,Chicago,0.6370775215112248,47996.99194921079,738.1974307847461,0,46.366608770665906,44250.285447830945,0.6750813743341816,0.5531435319936985,1
66,1,19,Other,Retail,0,2,Engineer,Other,0.4568592898728796,39968.01620595147,633.316963866088,0,26.40944827713409,24632.937548277943,0.515047885428956,0.5753915544707429,1
63,1,9,Computer Science,Healthcare,0,1,Consultant,Remote,0.7236405240802595,40920.455753257476,684.2488525857493,0,59.28677309275252,6524.544372686361,0.5563910336877738,0.5251475818997782,0
70,3,23,Economics,Retail,1,0,Other,Seattle,0.5882309610560111,16466.631721505033,774.6329908253574,0,82.06720534270244,15673.973858267193,0.5988461393875866,0.4054559056647713,1
48,1,34,Business,Finance,0,1,Manager,Seattle,0.48982006533903494,54019.03853335829,732.9914148865574,0,59.24401798134778,26038.88901363326,0.5077828682579661,0.6450456415125785,0
52,1,25,Computer Science,Manufacturing,0,2,Technician,New York,0.464526852664359,27398.930525662778,722.3486136485433,0,36.09998528345893,33997.71944732647,0.6540520189348971,0.5102583568843196,1
50,1,36,Other,Retail,0,3,Manager,New York,0.5788419281672655,35718.439015977696,749.5479657562244,0,69.89583705398451,24987.65432673632,0.6628669781582193,0.40540607347795915,1
69,1,37,Economics,Tech,1,1,Consultant,Austin,0.5715686521529083,28664.466652214916,790.2272558806251,1,97.31293389557872,38261.93588517935,0.45570385598532626,0.38720211844882646,0
38,2,20,Other,Retail,0,0,Manager,San Francisco,0.44024854932492086,39063.18657232583,700.9267034909186,0,54.8629954322723,9172.90327657122,0.5176890992884486,0.4082200813499994,0
49,1,39,Engineering,Finance,0,3,Engineer,Chicago,0.513775363740252,48365.73868454472,679.6405497888987,0,61.089456877093355,22680.832995646007,0.5963193154026972,0.3767294479471466,1
40,1,38,Arts,Retail,0,1,Other,Austin,0.6344585131022903,21929.158832350713,749.4269205486966,0,63.55402188132087,48863.101535773305,0.714058033097039,0.5668884426670556,0
50,1,20,Science,Tech,0,5,Engineer,Austin,0.29549656131796254,41207.46103900669,690.6273432025245,0,17.91085468296525,12296.42688046101,0.6652284995648028,0.48248883705908213,1
20,2,9,Other,Other,0,1,Manager,Chicago,0.6088817330830569,29012.98335344785,653.5990670990528,0,41.7775565462943,43146.425725383604,0.36690816984740127,0.5776004744042708,0
35,2,37,Science,Tech,0,1,Other,Remote,0.5781821867539031,70314.22384155412,672.9966873506379,0,39.72267156939055,41828.9714604133,0.5708005822284172,0.6169473619916879,1
42,1,3,Other,Finance,0,5,Engineer,Other,0.6779971213342236,20799.56388724421,715.616479102919,0,66.69733297791896,10485.883557332298,0.6472673617003443,0.591078191694613,1
